,wrapperType,artistId,collectionId,artistName,collectionName,collectionCensoredName,artistViewUrl,collectionViewUrl,artworkUrl60,artworkUrl100,collectionPrice,collectionExplicitness,trackCount,country,currency,releaseDate,primaryGenreName,previewUrl,description,copyright,kind,trackId,trackName,trackCensoredName,trackViewUrl,artworkUrl30,trackPrice,trackExplicitness,discCount,discNumber,trackNumber,trackTimeMillis,isStreamable,contentAdvisoryRating,collectionArtistName,collectionArtistId,trackRentalPrice,collectionHdPrice,trackHdPrice,trackHdRentalPrice,shortDescription,longDescription
50,track,136975.0,1441133180.0,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/dont-pass-me-by/1441133180?i=1441133893&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/100x100bb.jpg,19.99,notExplicit,17.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/2e/a8/7f/2ea87f90-63ac-3b53-373e-90238b7308bb/mzaf_3182843065756980339.plus.aac.p.m4a,,,song,1441133893.0,Don't Pass Me By,Don't Pass Me By,https://music.apple.com/us/album/dont-pass-me-by/1441133180?i=1441133893&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/30x30bb.jpg,1.29,notExplicit,3.0,1.0,14.0,230453.0,True,,,,,,,,,
51,track,136975.0,1441133100.0,The Beatles & Billy Preston,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/get-back/1441133100?i=1441133283&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1969-04-11T12:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ca/e1/1d/cae11d44-8439-62a9-b9d8-f464b10f343a/mzaf_10061784450135110203.plus.aac.p.m4a,,,song,1441133283.0,Get Back,Get Back,https://music.apple.com/us/album/get-back/1441133100?i=1441133283&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/30x30bb.jpg,1.29,notExplicit,2.0,2.0,4.0,192667.0,True,,The Beatles,,,,,,,
52,track,136975.0,1441133180.0,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/revolution-9/1441133180?i=1441134482&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/10/27/27/1027275b-708d-942a-2f38-800ecaa0d79e/mzaf_7748806922353413165.plus.aac.p.m4a,,,song,1441134482.0,Revolution 9,Revolution 9,https://music.apple.com/us/album/revolution-9/1441133180?i=1441134482&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/30x30bb.jpg,1.29,notExplicit,3.0,2.0,12.0,502013.0,True,,,,,,,,,
53,track,136975.0,1441133180.0,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/honey-pie/1441133180?i=1441134393&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/99/7c/96/997c9688-84b2-dc78-5a68-94157a425eec/mzaf_1996502635938580783.plus.aac.p.m4a,,,song,1441134393.0,Honey Pie,Honey Pie,https://music.apple.com/us/album/honey-pie/1441133180?i=1441134393&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/30x30bb.jpg,1.29,notExplicit,3.0,2.0,9.0,161160.0,True,,,,,,,,,
54,track,136975.0,1441133180.0,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/long-long-long/1441133180?i=1441134213&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/0a/3c/cc/0a3ccc03-8e66-59ac-e856-5b30964e83c7/mzaf_4349370410681919604.plus.aac.p.m4a,,,song,1441134213.0,"Long, Long, Long","Long, Long, Long",https://music.apple.com/us/album/long-long-long/1441133180?i=1441134213&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/30x30bb.jpg,1.29,notExplicit,3.0,2.0,7.0,186307.0,True,,,,,,,,,
55,track,136975.0,1441132965.0,The Beatles,The Beatles 1962-1966 (The Red Album),The Beatles 1962-1966 (The Red Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/in-my-life/1441132965?i=1441134004&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/1e/6a/db/1e6adb66-2feb-87b0-6649-af8c11d2fa29/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/1e/6a/db/1e6adb66-2feb-87b0-6649-af8c11d2fa29/source/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1965-12-03T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/48/20/ef/4820ef58-ce20-b999-5d52-fcfb2c8e4c91/mzaf_1026213659095857597.plus.aac.p.m4a,,,song,1441134004.0,In My Life,In My Life,https://music.apple.com/us/album/in-my-life/1441132965?i=1441134004&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/1e/6a/db/1e6adb66-2feb-87b0-6649-af8c11d2fa29/source/30x30bb.jpg,1.29,notExplicit,2.0,2.0,9.0,147227.0,True,,,,,,,,,
56,track,136975.0,1441133180.0,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/savoy-truffle/1441133180?i=1441134470&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/8a/6c/62/8a6c6206-10f9-e3de-db9e-08cbad0b9d91/mzaf_6447993379411567722.plus.aac.p.m4a,,,song,1441134470.0,Savoy Truffle,Savoy Truffle,https://music.apple.com/us/album/savoy-truffle/1441133180?i=1441134470&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/30x30bb.jpg,1.29,notExplicit,3.0,2.0,10.0,174467.0,True,,,,,,,,,
57,track,136975.0,1441133100.0,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/all-you-need-is-love/1441133100?i=1441133271&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1967-07-07T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/3d/39/49/3d3949b4-891a-db25-b15c-2916a0444b46/mzaf_12503626934179859095.plus.aac.p.m4a,,,song,1441133271.0,All You Need Is Love,All You Need Is Love,https://music.apple.com/us/album/all-you-need-is-love/1441133100?i=1441133271&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/30x30bb.jpg,1.29,notExplicit,2.0,1.0,7.0,228653.0,True,,,,,,,,,
58,track,136975.0,1441133180.0,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/piggies/1441133180?i=1441133850&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/100x100bb.jpg,19.99,notExplicit,17.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/85/9f/30/859f3050-79af-f978-5c0a-a8a81dca65b9/mzaf_2631782999027815002.plus.aac.p.m4a,,,song,1441133850.0,Piggies,Piggies,https://music.apple.com/us/album/piggies/1441133180?i=1441133850&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/30x30bb.jpg,1.29,notExplicit,3.0,1.0,12.0,124267.0,True,,,,,,,,,
59,track,136975.0,1441133100.0,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/the-fool-on-the-hill/1441133100?i=1441133274&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1967-11-27T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/a0/be/65/a0be659f-c804-2e29-afed-0e06c726b0ca/mzaf_18254069440817522337.plus.aac.p.m4a,,,song,1441133274.0,The Fool On the Hill,The Fool On the Hill,https://music.apple.com/us/album/the-fool-on-the-hill/1441133100?i=1441133274&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/30x30bb.jpg,1.29,notExplicit,2.0,1.0,10.0,180253.0,True,,,,,,,,,
60,track,136975.0,1441133180.0,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/wild-honey-pie/1441133180?i=1441133624&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/100x100bb.jpg,19.99,notExplicit,17.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/9d/7a/e9/9d7ae9f8-5ad1-2511-53c7-85eeb1378273/mzaf_17368987444761316535.plus.aac.p.m4a,,,song,1441133624.0,Wild Honey Pie,Wild Honey Pie,https://music.apple.com/us/album/wild-honey-pie/1441133180?i=1441133624&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/16/fe/6a/16fe6a77-f15a-a4e3-1f92-cda58964c7d5/source/30x30bb.jpg,1.29,notExplicit,3.0,1.0,5.0,52973.0,True,,,,,,,,,
61,track,136975.0,1441133100.0,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/a-day-in-the-life/1441133100?i=1441133270&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1973-04-19T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/79/eb/c0/79ebc099-26f9-4dd7-cb2a-82bcf357bb2b/mzaf_16060816942579642832.plus.aac.p.m4a,,,song,1441133270.0,A Day In the Life,A Day In the Life,https://music.apple.com/us/album/a-day-in-the-life/1441133100?i=1441133270&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/30x30bb.jpg,1.29,notExplicit,2.0,1.0,6.0,307680.0,True,,,,,,,,,
62,track,136975.0,1441164359.0,The Beatles,Rubber Soul,Rubber Soul,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/in-my-life/1441164359?i=1441164829&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/ad/b6/b6/adb6b6d3-b3ee-ec61-10ea-91b173773b42/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/ad/b6/b6/adb6b6d3-b3ee-ec61-10ea-91b173773b42/source/100x100bb.jpg,12.99,notExplicit,14.0,USA,USD,1965-12-03T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/5c/77/c1/5c77c105-9a32-bee4-0ffa-76244dacb60a/mzaf_5900747299452570221.plus.aac.p.m4a,,,song,1441164829.0,In My Life,In My Life,https://music.apple.com/us/album/in-my-life/1441164359?i=1441164829&uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/ad/b6/b6/adb6b6d3-b3ee-ec61-10ea-91b173773b42/source/30x30bb.jpg,1.29,notExplicit,1.0,1.0,11.0,146333.0,True,,,,,,,,,
63,track,136975.0,1441133100.0,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/ob-la-di-ob-la-da/1441133100?i=1441133282&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/54/54/09/5454093c-87f6-270c-3a27-9c3ae2d9b8bf/mzaf_8126501901887691458.plus.aac.p.m4a,,,song,1441133282.0,"Ob-La-Di, Ob-La-Da","Ob-La-Di, Ob-La-Da",https://music.apple.com/us/album/ob-la-di-ob-la-da/1441133100?i=1441133282&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/30x30bb.jpg,1.29,notExplicit,2.0,2.0,3.0,191387.0,True,,,,,,,,,
64,track,136975.0,1441133100.0,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/come-together/1441133100?i=1441133290&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1969-09-26T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ca/2f/39/ca2f397d-df30-3328-f646-83be9ea32bfe/mzaf_17148229298564707499.plus.aac.p.m4a,,,song,1441133290.0,Come Together,Come Together,https://music.apple.com/us/album/come-together/1441133100?i=1441133290&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/30x30bb.jpg,1.29,notExplicit,2.0,2.0,9.0,259667.0,True,,,,,,,,,
65,track,136975.0,1441133100.0,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/back-in-the-u-s-s-r/1441133100?i=1441133280&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1968-11-22T12:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/98/6c/92/986c92ca-91f6-42a6-44bd-b2c6b9fb0868/mzaf_6963925496296811265.plus.aac.p.m4a,,,song,1441133280.0,Back In the U.S.S.R.,Back In the U.S.S.R.,https://music.apple.com/us/album/back-in-the-u-s-s-r/1441133100?i=1441133280&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/30x30bb.jpg,1.29,notExplicit,2.0,2.0,1.0,165760.0,True,,,,,,,,,
66,track,136975.0,1441133100.0,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/the-long-and-winding-road/1441133100?i=1441133507&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1970-05-08T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/a5/28/57/a528575c-d9a1-c7be-1c63-71d36ce0cb12/mzaf_16526379427982042544.plus.aac.p.m4a,,,song,1441133507.0,The Long and Winding Road,The Long and Winding Road,https://music.apple.com/us/album/the-long-and-winding-road/1441133100?i=1441133507&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/30x30bb.jpg,1.29,notExplicit,2.0,2.0,14.0,218262.0,True,,,,,,,,,
67,track,136975.0,1441133100.0,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/while-my-guitar-gently-weeps/1441133100?i=1441133281&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/57/1c/0a/571c0a4d-3a31-fb53-504f-ee23713764e8/mzaf_4972367113147055929.plus.aac.p.m4a,,,song,1441133281.0,While My Guitar Gently Weeps,While My Guitar Gently Weeps,https://music.apple.com/us/album/while-my-guitar-gently-weeps/1441133100?i=1441133281&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/30x30bb.jpg,1.29,notExplicit,2.0,2.0,2.0,286840.0,True,,,,,,,,,
68,track,136975.0,1440833098.0,The Beatles,1 (2015 Version),1 (2015 Version),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/yesterday-2015-stereo-mix/1440833098?i=1440833891&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/db/79/94/db79941b-df8c-0bfb-60a1-df43e7847abb/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/db/79/94/db79941b-df8c-0bfb-60a1-df43e7847abb/source/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1965-09-13T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/4e/69/ef/4e69ef80-6fd5-b0d4-d31d-2ade49322f6b/mzaf_4428129061915008026.plus.aac.p.m4a,,,song,1440833891.0,Yesterday,Yesterday (2015 Stereo Mix),https://music.apple.com/us/album/yesterday-2015-stereo-mix/1440833098?i=1440833891&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/db/79/94/db79941b-df8c-0bfb-60a1-df43e7847abb/source/30x30bb.jpg,1.29,notExplicit,1.0,1.0,11.0,125320.0,True,,,,,,,,,
69,track,136975.0,1441133100.0,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/the-ballad-of-john-and-yoko/1441133100?i=1441133287&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1969-05-30T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/8c/09/dc/8c09dc09-bdae-f99d-42ff-7f0f5b598da0/mzaf_637982859444318199.plus.aac.p.m4a,,,song,1441133287.0,The Ballad of John and Yoko,The Ballad of John and Yoko,https://music.apple.com/us/album/the-ballad-of-john-and-yoko/1441133100?i=1441133287&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/30x30bb.jpg,1.29,notExplicit,2.0,2.0,6.0,181067.0,True,,,,,,,,,
70,track,136975.0,1441132965.0,The Beatles,The Beatles 1962-1966 (The Red Album),The Beatles 1962-1966 (The Red Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/yesterday/1441132965?i=1441133496&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/1e/6a/db/1e6adb66-2feb-87b0-6649-af8c11d2fa29/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/1e/6a/db/1e6adb66-2feb-87b0-6649-af8c11d2fa29/source/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1965-08-06T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/be/12/29/be1229d3-f082-28ad-9251-23d8d62ef846/mzaf_16838157436591627049.plus.aac.p.m4a,,,song,1441133496.0,Yesterday,Yesterday,https://music.apple.com/us/album/yesterday/1441132965?i=1441133496&uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/1e/6a/db/1e6adb66-2feb-87b0-6649-af8c11d2fa29/source/30x30bb.jpg,1.29,notExplicit,2.0,1.0,13.0,123524.0,True,,,,,,,,,
71,track,136975.0,1441133100.0,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/lady-madonna/1441133100?i=1441133276&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1968-03-15T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/0c/3b/3b/0c3b3b21-fc71-a1b1-6ab6-464b0e1ee5ac/mzaf_8656002659823344845.plus.aac.p.m4a,,,song,1441133276.0,Lady Madonna,Lady Madonna,https://music.apple.com/us/album/lady-madonna/1441133100?i=1441133276&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/27/7e/ef/277eefc6-f30a-cf5d-6e84-a80c435f36b0/source/30x30bb.jpg,1.29,notExplicit,2.0,1.0,12.0,138987.0,True,,,,,,,,,
